B_factor,B_value,mu0_analytic,mu1_analytic,delta_pct_analytic,mu0_sim,mu1_sim,delta_pct_sim
0.25,500.0,129.49999999999997,137.71999999999997,6.347490347490348,129.16489866027172,139.61063304034877,8.087130860181547
0.5,1000.0,254.49999999999994,262.71999999999997,3.2298624754420544,254.1648986602717,264.6106330403487,4.109825721465681
1.0,2000.0,504.4999999999999,512.7199999999999,1.629335976214079,504.16489866027166,514.6106330403486,2.0718884650309093
2.0,4000.0,1004.4999999999997,1012.7199999999997,0.8183175709308143,1004.1648986602717,1014.6106330403485,1.040240939910689
4.0,8000.0,2004.4999999999995,2012.7199999999996,0.41007732601646446,2004.1648986602713,2014.6106330403484,0.521201343614976
