d,gamma,reps,T,mean_L0_sim,mean_L1_sim,delta_pct_sim,mu0_analytic,mu1_analytic,delta_pct_analytic
0.8,0.0,1000,500,505.19939945271517,511.91458989837105,1.3292158408997465,504.4999999999999,512.7199999999999,1.629335976214079
